id,domain,topic,question_type,difficulty,question,question_en,question_fr,question_ar,question_de,question_pt,question_es,languages
Q2631,coding,recursion,compare,medium,Can you compare recursion with another important idea from coding?,Can you compare recursion with another important idea from coding?,Peux-tu comparer la récursivité avec une autre idée importante de programmation ?,هل يمكنك مقارنة الاستدعاء الذاتي بفكرة مهمة أخرى من مجال البرمجة؟,Kannst du Rekursion mit einer anderen wichtigen Idee aus Programmierung vergleichen?,Você pode comparar recursão com outra ideia importante de programação?,¿Puedes comparar recursión con otra idea importante de programación?,"en,fr,ar,de,pt,es"
Q2632,mathematics,probability,compare,medium,Can you compare probability with another important idea from mathematics?,Can you compare probability with another important idea from mathematics?,Peux-tu comparer la probabilité avec une autre idée importante de mathématiques ?,هل يمكنك مقارنة الاحتمالات بفكرة مهمة أخرى من مجال الرياضيات؟,Kannst du Wahrscheinlichkeit mit einer anderen wichtigen Idee aus Mathematik vergleichen?,Você pode comparar probabilidade com outra ideia importante de matemática?,¿Puedes comparar probabilidad con otra idea importante de matemáticas?,"en,fr,ar,de,pt,es"
Q2633,science,DNA,compare,medium,Can you compare DNA with another important idea from science?,Can you compare DNA with another important idea from science?,Peux-tu comparer l’ADN avec une autre idée importante de sciences ?,هل يمكنك مقارنة الحمض النووي بفكرة مهمة أخرى من مجال العلوم؟,Kannst du DNA mit einer anderen wichtigen Idee aus Naturwissenschaften vergleichen?,Você pode comparar DNA com outra ideia importante de ciências?,¿Puedes comparar ADN con otra idea importante de ciencias?,"en,fr,ar,de,pt,es"
Q2634,history,Renaissance,compare,medium,Can you compare Renaissance with another important idea from history?,Can you compare Renaissance with another important idea from history?,Peux-tu comparer la Renaissance avec une autre idée importante de histoire ?,هل يمكنك مقارنة عصر النهضة بفكرة مهمة أخرى من مجال التاريخ؟,Kannst du Renaissance mit einer anderen wichtigen Idee aus Geschichte vergleichen?,Você pode comparar Renascimento com outra ideia importante de história?,¿Puedes comparar Renacimiento con otra idea importante de historia?,"en,fr,ar,de,pt,es"
Q2635,philosophy,virtue,compare,medium,Can you compare virtue with another important idea from philosophy?,Can you compare virtue with another important idea from philosophy?,Peux-tu comparer la vertu avec une autre idée importante de philosophie ?,هل يمكنك مقارنة الفضيلة بفكرة مهمة أخرى من مجال الفلسفة؟,Kannst du Tugend mit einer anderen wichtigen Idee aus Philosophie vergleichen?,Você pode comparar virtude com outra ideia importante de filosofia?,¿Puedes comparar virtud con otra idea importante de filosofía?,"en,fr,ar,de,pt,es"
Q2636,general knowledge,technology trends,compare,medium,Can you compare technology trends with another important idea from general knowledge?,Can you compare technology trends with another important idea from general knowledge?,Peux-tu comparer les tendances technologiques avec une autre idée importante de culture générale ?,هل يمكنك مقارنة اتجاهات التكنولوجيا بفكرة مهمة أخرى من مجال الثقافة العامة؟,Kannst du Technologietrends mit einer anderen wichtigen Idee aus Allgemeinwissen vergleichen?,Você pode comparar tendências tecnológicas com outra ideia importante de conhecimentos gerais?,¿Puedes comparar tendencias tecnológicas con otra idea importante de cultura general?,"en,fr,ar,de,pt,es"
Q2637,coding,recursion,analyze_steps,medium,What steps would you follow to analyze recursion?,What steps would you follow to analyze recursion?,Quelles étapes suivrais-tu pour analyser la récursivité ?,ما الخطوات التي ستتبعها لتحليل الاستدعاء الذاتي؟,"Welche Schritte würdest du befolgen, um Rekursion zu analysieren?",Quais etapas você seguiria para analisar recursão?,¿Qué pasos seguirías para analizar recursión?,"en,fr,ar,de,pt,es"
Q2638,mathematics,probability,analyze_steps,medium,What steps would you follow to analyze probability?,What steps would you follow to analyze probability?,Quelles étapes suivrais-tu pour analyser la probabilité ?,ما الخطوات التي ستتبعها لتحليل الاحتمالات؟,"Welche Schritte würdest du befolgen, um Wahrscheinlichkeit zu analysieren?",Quais etapas você seguiria para analisar probabilidade?,¿Qué pasos seguirías para analizar probabilidad?,"en,fr,ar,de,pt,es"
Q2639,science,DNA,analyze_steps,medium,What steps would you follow to analyze DNA?,What steps would you follow to analyze DNA?,Quelles étapes suivrais-tu pour analyser l’ADN ?,ما الخطوات التي ستتبعها لتحليل الحمض النووي؟,"Welche Schritte würdest du befolgen, um DNA zu analysieren?",Quais etapas você seguiria para analisar DNA?,¿Qué pasos seguirías para analizar ADN?,"en,fr,ar,de,pt,es"
Q2640,history,Renaissance,analyze_steps,medium,What steps would you follow to analyze Renaissance?,What steps would you follow to analyze Renaissance?,Quelles étapes suivrais-tu pour analyser la Renaissance ?,ما الخطوات التي ستتبعها لتحليل عصر النهضة؟,"Welche Schritte würdest du befolgen, um Renaissance zu analysieren?",Quais etapas você seguiria para analisar Renascimento?,¿Qué pasos seguirías para analizar Renacimiento?,"en,fr,ar,de,pt,es"
Q2641,philosophy,virtue,analyze_steps,medium,What steps would you follow to analyze virtue?,What steps would you follow to analyze virtue?,Quelles étapes suivrais-tu pour analyser la vertu ?,ما الخطوات التي ستتبعها لتحليل الفضيلة؟,"Welche Schritte würdest du befolgen, um Tugend zu analysieren?",Quais etapas você seguiria para analisar virtude?,¿Qué pasos seguirías para analizar virtud?,"en,fr,ar,de,pt,es"
Q2642,general knowledge,technology trends,analyze_steps,medium,What steps would you follow to analyze technology trends?,What steps would you follow to analyze technology trends?,Quelles étapes suivrais-tu pour analyser les tendances technologiques ?,ما الخطوات التي ستتبعها لتحليل اتجاهات التكنولوجيا؟,"Welche Schritte würdest du befolgen, um Technologietrends zu analysieren?",Quais etapas você seguiria para analisar tendências tecnológicas?,¿Qué pasos seguirías para analizar tendencias tecnológicas?,"en,fr,ar,de,pt,es"
Q2643,coding,recursion,principles,medium,What are the main causes or principles behind recursion?,What are the main causes or principles behind recursion?,Quels sont les principaux principes ou causes derrière la récursivité ?,ما المبادئ أو الأسباب الرئيسية وراء الاستدعاء الذاتي؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter Rekursion?,Quais são as principais causas ou princípios por trás de recursão?,¿Cuáles son las principales causas o principios detrás de recursión?,"en,fr,ar,de,pt,es"
Q2644,mathematics,probability,principles,medium,What are the main causes or principles behind probability?,What are the main causes or principles behind probability?,Quels sont les principaux principes ou causes derrière la probabilité ?,ما المبادئ أو الأسباب الرئيسية وراء الاحتمالات؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter Wahrscheinlichkeit?,Quais são as principais causas ou princípios por trás de probabilidade?,¿Cuáles son las principales causas o principios detrás de probabilidad?,"en,fr,ar,de,pt,es"
Q2645,science,DNA,principles,medium,What are the main causes or principles behind DNA?,What are the main causes or principles behind DNA?,Quels sont les principaux principes ou causes derrière l’ADN ?,ما المبادئ أو الأسباب الرئيسية وراء الحمض النووي؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter DNA?,Quais são as principais causas ou princípios por trás de DNA?,¿Cuáles son las principales causas o principios detrás de ADN?,"en,fr,ar,de,pt,es"
Q2646,history,Renaissance,principles,medium,What are the main causes or principles behind Renaissance?,What are the main causes or principles behind Renaissance?,Quels sont les principaux principes ou causes derrière la Renaissance ?,ما المبادئ أو الأسباب الرئيسية وراء عصر النهضة؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter Renaissance?,Quais são as principais causas ou princípios por trás de Renascimento?,¿Cuáles son las principales causas o principios detrás de Renacimiento?,"en,fr,ar,de,pt,es"
Q2647,philosophy,virtue,principles,medium,What are the main causes or principles behind virtue?,What are the main causes or principles behind virtue?,Quels sont les principaux principes ou causes derrière la vertu ?,ما المبادئ أو الأسباب الرئيسية وراء الفضيلة؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter Tugend?,Quais são as principais causas ou princípios por trás de virtude?,¿Cuáles son las principales causas o principios detrás de virtud?,"en,fr,ar,de,pt,es"
Q2648,general knowledge,technology trends,principles,medium,What are the main causes or principles behind technology trends?,What are the main causes or principles behind technology trends?,Quels sont les principaux principes ou causes derrière les tendances technologiques ?,ما المبادئ أو الأسباب الرئيسية وراء اتجاهات التكنولوجيا؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter Technologietrends?,Quais são as principais causas ou princípios por trás de tendências tecnológicas?,¿Cuáles son las principales causas o principios detrás de tendencias tecnológicas?,"en,fr,ar,de,pt,es"
